,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,class
TCGA-E7-A7XN,0.093807,0.42627162,0.7669325,0.98926127,-3.1541271,-0.1231644,0.868194,1.6623564,0.9232644,1.323154,0.2371426,-0.5750649,-1.1391456,-1.0890336,0.91863596,-0.25947183,0.39090055,-0.7969243,-0.9104462,-2.238364,1.9850149,1.6233205,-0.81681514,-1.4494939,Ba/Sq
TCGA-E7-A85H,-2.1431546,0.7979578,0.5126297,0.5374095,-2.6613255,1.2500154,1.5922183,2.2075298,0.8389196,0.2604478,0.90233314,-1.4150975,-0.76332957,0.082934916,0.89175737,0.013024986,0.87117326,-0.25961456,-1.6094571,-2.3168788,0.85248363,0.24349512,-0.9837382,0.074809134,LumU
TCGA-E7-A8O7,-2.5698955,1.3153609,-0.54190767,0.9474251,-1.756072,0.21642467,1.6411157,1.7722567,0.35443792,-0.20209983,0.92038697,-2.762205,-1.0561509,0.31660175,1.1194565,-0.63814926,0.9684802,-0.31598663,-1.4339857,-1.6945729,-0.18416221,-0.7530955,-0.3979159,0.48755777,LumP
TCGA-E7-A8O8,-1.1951811,1.3410985,-0.6092252,-1.0293965,-4.6973944,-1.3300862,2.5211897,1.8055898,1.950212,2.1604154,1.0239946,-2.8385632,-2.4918442,0.9727897,1.9062296,0.3461248,-0.41385758,0.79277813,-2.278274,-3.5812385,0.8025692,0.22666663,-3.4296877,-0.24430804,LumP
TCGA-E7-A97P,0.450236,0.43935484,0.4916449,1.0315309,-2.9858654,-0.4397388,0.52612853,1.6475978,0.83190453,1.5150727,-0.047860794,-0.26070645,-1.136752,-1.4217684,0.99764216,-0.5482243,0.555713,-0.6348273,-1.0318508,-1.8628395,1.7853762,1.8289357,-1.0708939,-1.3287126,Ba/Sq
TCGA-FD-A3B3,0.10543801,0.24100488,0.70942175,1.4424864,-1.7651051,0.5562169,0.6114061,1.9568932,-0.48437846,0.8932704,0.013342947,-0.14106417,-0.43941605,-1.3217508,1.2332988,0.00032818317,0.56521654,-0.4487303,0.24350935,-2.1986213,1.8110473,0.9379955,0.98185706,-1.2040884,Ba/Sq
TCGA-FD-A3B4,-0.0033216383,0.20054263,0.65756834,1.3014685,-1.629076,0.44402975,0.53161764,1.706274,-0.19959077,0.6521077,0.056540348,-0.23965882,-0.37192488,-1.1635697,0.94814503,-0.248272,0.5092558,-0.51297903,-0.02951157,-1.925578,1.5513344,0.98958945,0.7864156,-1.1203067,Ba/Sq
TCGA-FD-A3B5,-0.5804127,0.6599333,0.83758193,1.9647847,-2.6445696,0.40915087,0.12628607,1.838509,0.9702215,0.057704538,0.29272518,-0.21743487,-0.6694786,-1.5749857,0.24412793,-1.2429143,0.4720353,-1.2229072,-1.372752,-1.9649816,1.8140004,1.818709,-0.14768013,-1.2605718,Ba/Sq
TCGA-FD-A3B6,-0.018368848,0.10015084,0.5104347,0.84334934,-2.2645288,0.2716038,1.3294289,1.7079338,0.15248919,1.1575413,0.46256837,-0.84018356,-0.84083235,-0.75036645,1.0815055,0.31620142,0.31903785,-0.62962276,-0.057174474,-2.1714723,1.7444146,0.9662744,0.047804847,-1.0676426,Ba/Sq
TCGA-FD-A3B7,0.67824584,-0.01297427,0.07485077,0.63430834,-1.532976,-0.34876198,0.4439904,1.3222123,-0.3414794,1.454094,-0.09869789,-0.04792078,-0.8343048,-1.3458494,0.95641506,-0.048392475,0.6223163,-0.13833159,-0.062227607,-1.2232077,1.2994808,1.1174453,-0.33341113,-0.79223776,Ba/Sq
TCGA-FD-A3B8,0.6468753,0.03688483,0.06285189,0.3750533,-1.2982213,-0.3620499,0.3433716,1.1612998,-0.46715334,1.4062977,-0.23868042,0.065449744,-0.81586415,-1.2429453,0.9926996,-0.16311967,0.6293265,-0.082532294,-0.04933673,-0.9086505,1.1181545,0.9820829,-0.54166627,-0.6313777,Ba/Sq
TCGA-FD-A3N5,-0.47555596,0.5615081,0.832346,2.4951892,-2.5868745,0.6477535,0.2062665,2.325951,0.5243457,0.15417586,0.18158066,-0.056151375,-0.57589597,-1.9626191,0.70884436,-1.1203856,0.5851964,-1.1539707,-0.9177432,-2.3598535,2.1495287,1.923222,0.65428656,-1.4480065,Ba/Sq
TCGA-FD-A3N6,-0.8860917,0.88486964,1.2398428,3.0305805,-3.4483476,0.9810227,0.5115794,2.5409153,1.3013,-0.13970742,0.45322165,-0.4282353,-0.6674077,-1.893513,0.73912704,-1.4810543,0.3154079,-2.0135794,-1.0284971,-3.101537,2.9020367,2.4245968,0.46697342,-2.1162276,Ba/Sq
TCGA-FD-A3NA,-0.79410696,0.9647889,0.7184194,0.9843931,-3.2145324,0.5284808,1.1457596,2.0268364,0.88142335,0.6085296,0.5679024,-0.9418406,-0.9870772,-0.75809324,0.772353,-0.1639111,0.554884,-0.6330549,-1.4983933,-2.0696084,1.3048728,1.0745511,-0.859115,-0.5350971,LumP
TCGA-FD-A3SJ,-2.5872629,0.6710187,0.20718768,0.88511205,-1.8829769,1.6457814,1.1351964,2.3198376,0.16193941,-0.34054366,0.4902065,-0.91258645,-0.37504268,-0.4877441,0.79081714,-0.055481553,1.7212052,0.30574113,-1.7816164,-1.1967498,0.29656023,-0.10451788,0.032083675,0.9908887,LumU
TCGA-FD-A3SL,0.2608477,0.59021956,-0.14680831,0.18410158,-1.498667,-0.63380677,0.31997666,0.9556384,0.09029613,1.0882127,-0.2356799,-0.2357915,-0.9732197,-1.0081894,0.7962349,-0.5983524,0.79415727,0.15165421,-0.9677855,-0.4767958,0.34588915,0.8509698,-1.203528,-0.22912207,Stroma-rich
TCGA-FD-A3SM,-0.3683619,0.88318354,0.2403991,0.87208605,-2.1444151,-0.18736765,0.4129312,1.3634528,0.5166545,0.35597724,0.33469942,-0.51829785,-0.867842,-0.948864,0.48313534,-0.7643266,0.6500491,-0.46033695,-1.42953,-1.0558877,0.65491116,0.97205096,-0.8457646,-0.47343805,Stroma-rich
TCGA-FD-A3SN,-0.27790755,0.5418412,0.44710281,0.5213084,-2.4366639,0.16475642,0.91543233,1.4420332,0.6274509,0.9144727,0.3066801,-0.7742119,-0.91291714,-0.6310675,0.70157385,-0.15481672,0.41940093,-0.48150313,-0.92572147,-1.7033448,1.1214807,0.99513257,-0.8601191,-0.6407091,Ba/Sq
TCGA-FD-A3SO,-0.20020789,0.4283533,0.4735392,1.2547016,-1.8016286,0.2777244,0.50627404,1.5869153,0.076102994,0.41609564,0.23211414,-0.34802026,-0.59603226,-1.2230208,0.6849259,-0.45869458,0.5919442,-0.59648186,-0.558118,-1.5417389,1.2782838,1.1557217,0.16274889,-0.8310403,Ba/Sq
TCGA-FD-A3SP,0.7368203,0.11128986,-0.1454036,0.30941892,-1.3148433,-0.55045295,0.3165754,1.0045071,-0.22624272,1.3969244,-0.17066577,-0.068729565,-0.8668351,-1.25699,0.84161323,-0.26282674,0.6250591,-0.100805916,-0.20464593,-0.7258941,0.90987784,1.1049011,-0.8983767,-0.53632563,Ba/Sq
TCGA-FD-A3SQ,-0.016755566,0.38872892,-0.24717736,-0.019408964,-1.1255016,-0.4427131,0.5163783,0.78082776,0.07409074,0.7490528,0.12255553,-0.6280271,-0.84256756,-0.51852256,0.7082573,-0.52412575,0.5354165,0.079645656,-0.73576975,-0.65491617,0.20340636,0.503644,-0.9082542,-0.23116666,Stroma-rich
TCGA-FD-A3SR,-0.93648773,0.5961581,0.25516343,0.72074604,-1.5803235,0.4868226,0.39494133,1.481361,0.10650239,0.097926795,0.16447425,-0.3566329,-0.6704242,-1.2660612,0.34346902,-0.3452721,1.2643809,0.20391387,-1.4731573,-0.71409476,0.43134415,0.799599,-0.27484,0.25791377,LumU
TCGA-FD-A3SS,-1.0792063,0.40707082,0.3824576,0.40656847,-1.6431189,0.8652082,0.83454204,1.5737962,0.22478652,0.20365992,0.43893832,-0.5630133,-0.41231054,-0.5097959,0.5055861,-0.08286044,0.9693832,-0.02718655,-1.1304712,-1.1145846,0.5758379,0.34670264,-0.33194184,0.14501986,Ba/Sq
TCGA-FD-A43N,-1.4360118,0.80975145,-0.11200477,0.33305982,-1.9823581,0.18735896,1.1952078,1.5179039,0.63080347,0.33764324,0.814096,-1.6813767,-1.0657778,-0.2152235,0.64441323,-0.26026145,0.6608462,0.07787419,-1.4950379,-1.491341,0.16602004,-0.05714801,-1.0005746,0.31196773,LumU
TCGA-FD-A43P,-1.3630991,0.26341233,0.06172256,0.5654,-1.1500971,0.8164031,0.773144,1.5002097,0.028309844,-0.06770435,0.3385637,-0.6108043,-0.31211498,-0.65581506,0.40755838,-0.19937822,1.267529,0.15274656,-1.2089014,-0.6996145,0.22589621,0.28312838,0.052147195,0.4849308,LumU
TCGA-FD-A43S,0.017747998,-0.52342844,-0.15226708,-1.366403,-1.9506016,-0.70522887,1.777245,0.8368307,0.5929353,2.5427878,-0.4041941,-0.74271345,-0.7042433,0.84051436,1.2723103,0.35056332,0.03515646,0.3873875,-1.2962475,-2.194327,0.8931291,0.78567684,-2.004201,-0.22996332,Stroma-rich
TCGA-FD-A43U,-0.12644686,-0.57643455,-0.07619411,-1.5462195,-2.1894894,-0.6370956,1.8738542,0.8813293,0.6708415,2.709635,-0.38668,-0.75212395,-0.79604584,0.95541435,1.2705455,0.5306543,0.009038329,0.44617236,-1.4161162,-2.3941534,1.0313352,0.8218379,-2.2864578,-0.19161627,Stroma-rich
TCGA-FD-A43X,-3.554787,0.87701523,-0.8538456,0.07805461,-2.6507137,0.18567134,3.362815,2.3903317,1.1135274,0.31544682,1.6762784,-4.569013,-1.5469217,1.9655175,2.062114,-0.16904663,0.16437027,-0.08993051,-1.4652401,-3.660934,-0.29551196,-1.0075282,-1.4073944,0.6373038,LumP
TCGA-FD-A43Y,0.17206766,0.62201875,0.582995,0.8381328,-3.6625533,-0.47736773,0.63842905,1.7060002,1.4077493,1.7330059,-0.082991906,-0.40317947,-1.3989598,-1.1295569,1.0578674,-0.6799599,0.4345117,-0.6122958,-1.4745678,-2.1958332,1.9094226,1.8527949,-1.7974176,-1.3744266,Ba/Sq
TCGA-FD-A5BR,-0.24523132,0.7905269,-0.2494502,-0.01315929,-2.2285905,-0.52979326,1.0129449,1.252932,0.5116978,1.0862194,0.3999457,-1.2716466,-1.3749623,-0.3798866,0.98918474,-0.3384093,0.36003432,0.17709652,-1.1822786,-1.4061224,0.32775372,0.43962437,-1.5394212,-0.120960586,LumP
TCGA-FD-A5BS,1.2145875,0.15894589,-0.3302764,-0.74815565,-3.6249933,-1.8444813,1.1142604,1.3357553,0.65122086,3.9695983,-1.0664768,-0.030077308,-1.9310002,-0.5363284,2.1414447,0.18892875,0.49318826,0.5328404,-1.4420017,-2.0792568,1.9190731,1.3810232,-3.0183666,-0.8769383,Stroma-rich
TCGA-FD-A5BT,0.54634404,-0.9099916,-0.0045945905,-1.799594,-3.4347415,-1.4868307,2.1249905,1.1560564,0.82254356,4.44807,-1.0420628,-0.27064553,-1.4487607,0.8986533,1.940116,0.94535387,-0.09664935,0.5264382,-1.6598953,-3.1243415,2.1923,1.3009988,-3.2302525,-0.65637803,Ba/Sq
TCGA-FD-A5BU,0.46936485,0.60964566,0.4879448,1.0995355,-3.2666836,-0.56201494,0.43086067,1.6743715,1.0915347,1.7019774,-0.2165282,-0.18994695,-1.2975643,-1.5762346,1.0246333,-0.7770517,0.63084483,-0.6273176,-1.2644854,-1.9079009,1.8344045,2.057077,-1.413044,-1.4671341,Ba/Sq
TCGA-FD-A5BV,-0.3925456,1.5914671,-0.09557295,0.1811122,-4.184698,-0.99498737,1.1990305,1.7979941,1.2263143,1.7142553,0.39628536,-1.4951742,-2.2141385,-0.46265292,1.5028554,-0.35418326,0.3760652,0.18573907,-2.181838,-2.368763,0.98049825,0.7907547,-2.5435562,-0.5167437,LumP
TCGA-FD-A5BX,0.7252307,-0.56780505,-0.063283354,-1.0465646,-2.7821121,-1.2201098,1.4204926,1.0953505,0.51963115,3.6124365,-0.85023457,-0.17189786,-1.2936473,0.12901536,1.4937978,0.5788224,0.20433915,0.2515414,-1.2170511,-2.2420518,1.8763969,1.2260734,-2.3671129,-0.6933978,Stroma-rich
TCGA-FD-A5BY,-0.2579666,0.5026103,0.53460515,0.621306,-2.5799623,0.14306231,0.8273562,1.5551305,0.6544189,0.8805492,0.2817028,-0.6442995,-0.8993342,-0.6953955,0.69498104,-0.28520823,0.4158451,-0.5570395,-1.0739625,-1.6925905,1.2326533,1.0782933,-0.8799902,-0.6586,Ba/Sq
TCGA-FD-A5BZ,0.38950342,0.8674954,-0.24181882,0.15036362,-2.2998452,-0.9086847,0.51792955,1.1571012,0.34580085,1.5111114,-0.26246464,-0.49195442,-1.438641,-0.96735066,1.1123437,-0.6444294,0.76132536,0.20839491,-1.314526,-0.89045346,0.46494275,0.9819834,-1.6773093,-0.36181286,Stroma-rich
TCGA-FD-A5C0,-1.1102614,0.7606079,0.3733878,0.74586296,-1.9060152,0.62037337,0.7874239,1.6197851,0.27941504,0.07062656,0.46834245,-0.5412667,-0.54630804,-0.7711859,0.4770713,-0.21130918,0.98213017,-0.22361314,-1.3097116,-1.0280197,0.61347294,0.59850484,-0.33884537,-0.0551863,Stroma-rich
TCGA-FD-A5C1,0.1602581,-0.3221914,0.36642787,-0.16217458,-2.9853966,-0.4489926,1.5784217,1.5030423,0.5339068,2.4322174,-0.015018873,-0.6551622,-1.3205245,-0.20731388,1.2659534,0.4602159,0.111181974,-0.2862933,-0.898782,-2.527468,2.04228,1.2278268,-1.5683677,-0.90199864,Ba/Sq
TCGA-FD-A62N,0.9827171,-0.6523092,-0.08803351,-0.36233953,-2.347052,-1.0720897,1.2480385,1.2823323,-0.14383557,3.072999,-0.46477404,-0.07351673,-1.3828794,-0.72724843,1.5173665,0.5939597,0.37431616,0.082495846,-0.44862127,-1.838507,2.0042672,1.353489,-1.555654,-0.8468223,Ba/Sq
TCGA-FD-A62O,-1.3479465,1.3381332,-0.39026055,0.77387536,-2.4024012,-0.30670494,1.2568784,1.6328865,0.65346,0.30199313,0.8328116,-1.9967225,-1.3771025,-0.35195252,0.8956728,-0.60638213,0.59803146,-0.15836495,-1.7275423,-1.6546521,0.110453695,0.18075018,-1.0658643,0.053719014,LumP
TCGA-FD-A62P,0.06690471,0.6364308,0.4235422,0.2391552,-2.9249225,-0.32151294,0.66542315,1.4145222,0.89882576,1.4925416,-0.00032401085,-0.528245,-1.181098,-0.66696167,0.91643953,-0.31589872,0.40851802,-0.20762566,-1.2380321,-1.7051417,1.1730386,1.0812514,-1.7367244,-0.66475785,Ba/Sq
TCGA-FD-A62S,0.5618552,0.091471836,-0.022036852,0.6044927,-1.4395392,-0.35353333,0.4834838,1.298886,-0.21362731,1.267079,-0.05732336,-0.21977037,-0.7675552,-1.217905,0.93614984,-0.19157375,0.60904694,-0.111309476,-0.20311502,-1.0895908,0.9924593,1.040707,-0.41939908,-0.6069598,Ba/Sq
TCGA-FD-A6TA,-0.27958086,1.0656568,0.025812026,0.27480987,-2.6573696,-0.53237456,0.70015174,1.3642209,0.57293,0.9930905,0.34324032,-0.96344435,-1.5204161,-0.69963086,0.93517375,-0.4263381,0.53210205,-0.049029104,-1.4155773,-1.3595535,0.6218772,0.80160135,-1.6886797,-0.34159696,LumNS
TCGA-FD-A6TB,0.26472685,0.10958029,-0.16675115,0.00095906854,-0.99829364,-0.39898744,0.43218434,0.79025966,0.027849719,0.9625238,-0.046254374,-0.32240474,-0.6621125,-0.6810262,0.7005094,-0.4007141,0.5566478,0.0020839348,-0.4613687,-0.50952715,0.40269607,0.6949167,-0.84712636,-0.27511954,Stroma-rich
TCGA-FD-A6TC,-0.40554073,0.54901093,0.24293792,0.16689953,-1.8034502,0.1421515,0.8064786,1.1445398,0.41992682,0.64333755,0.3440887,-0.7462949,-0.7241085,-0.4600597,0.51321554,-0.121582106,0.513621,-0.20965108,-0.90633845,-1.1024716,0.5992329,0.5973367,-0.8355618,-0.23345508,Stroma-rich
TCGA-FD-A6TD,0.0086801145,-0.2809514,0.32105735,-0.18743077,-2.5760603,-0.23057434,1.6244,1.370486,0.38165098,2.1054175,0.12778421,-0.85019624,-1.1951354,-0.088796586,1.1429999,0.48330477,0.08511856,-0.39487037,-0.6966482,-2.3946543,1.7868713,1.1118348,-1.3244643,-0.796288,Ba/Sq
TCGA-FD-A6TE,-2.601399,0.7700857,0.07885158,0.9381546,-1.7367015,1.4142772,1.1550895,2.1755133,0.17947218,-0.37346873,0.47463065,-1.1315945,-0.34372684,-0.3538013,0.8640495,-0.1883596,1.6948171,0.18209755,-1.7453952,-1.1396451,0.18637997,-0.24251664,0.06896068,0.9392296,LumP
TCGA-FD-A6TF,-0.10525726,-0.10618687,0.06898488,-0.22137323,-1.3950999,-0.025489874,1.0448375,1.0313858,0.19917676,1.2616296,0.122461796,-0.698039,-0.60489506,-0.0714874,0.685319,0.024804592,0.27932152,-0.14398254,-0.6192417,-1.3666081,0.73199826,0.53329265,-0.9133614,-0.2404637,Stroma-rich
TCGA-FD-A6TG,-0.18344851,0.53031594,0.14115264,0.22254667,-1.5695498,-0.07174821,0.46676102,1.0312424,0.24810308,0.6120438,0.22726256,-0.45295757,-0.7302846,-0.7137477,0.53428626,-0.27626938,0.64769095,-0.089306794,-0.89902484,-0.76803255,0.47072363,0.70522726,-0.9188237,-0.18591872,Stroma-rich
TCGA-FD-A6TH,-0.55473655,0.35776466,0.2892193,0.80264586,-1.3959998,0.5788996,0.8226885,1.4624921,-0.0497414,0.35815573,0.27410576,-0.58613765,-0.48484242,-0.8025919,0.6094241,-0.24921462,0.694247,-0.33597425,-0.45779273,-1.3325967,0.8298372,0.69702005,0.09940304,-0.39123344,Ba/Sq
TCGA-FD-A6TI,-0.7847517,0.67620397,-0.021289917,0.19842923,-1.5153215,-0.15203801,0.8716094,0.92144346,0.3780923,0.38826156,0.49557564,-1.2794491,-0.8426413,-0.15122572,0.4742605,-0.35850874,0.3995533,-0.28402093,-0.84292936,-1.1846644,0.35378253,0.21852812,-0.7026668,-0.2802664,LumNS
TCGA-FD-A6TK,0.4314985,-0.020326845,0.15915224,0.5123192,-1.7572913,-0.2479968,0.7604457,1.3681148,-0.02410078,1.3752401,0.033945516,-0.36450768,-0.82388574,-0.97152334,0.99241614,-0.057101488,0.44129005,-0.13025045,-0.18137275,-1.4910927,1.2464443,0.9826641,-0.46367753,-0.7497916,Ba/Sq
TCGA-FJ-A3Z7,-0.36205137,0.76919746,-0.61606026,-0.46251106,-2.180867,-0.7324148,1.212079,1.1644489,0.5573705,1.3338611,0.32960802,-1.4389555,-1.3837159,-0.04507807,1.3160452,-0.17319673,0.4105539,0.6843134,-1.411923,-1.5128919,0.13576487,-0.022900343,-1.5941262,0.15564552,LumU
TCGA-FJ-A3Z9,-1.5400236,1.7979673,-0.6308005,0.4631179,-3.618942,-0.9310618,1.7155945,1.8371799,1.3869137,0.9137908,1.2005469,-2.8747363,-2.0781555,0.13334069,1.1718017,-0.39290023,0.07356131,-0.022654124,-2.1291203,-2.7129033,0.39026338,0.025408208,-2.019495,-0.23035556,
TCGA-FJ-A3ZE,-2.5297287,1.6068314,-0.28562686,1.1482604,-3.0355854,0.15215345,1.8158816,2.2353854,0.96680546,-0.049708635,1.2860496,-2.745295,-1.4412174,0.006486684,0.9423384,-0.512837,0.6862845,-0.40067932,-2.1693451,-2.2696555,0.26864558,-0.2529499,-1.0008392,0.29499665,LumP
TCGA-FJ-A3ZF,-4.525286,1.3759757,-0.34421906,1.4307225,-2.0420628,1.8771541,2.1654086,2.7299526,0.11029712,-0.49105033,0.6568009,-2.7878878,-0.68868786,0.8297923,1.7599709,-0.078383446,1.9340732,-0.089030184,-1.6639234,-1.8995812,-0.10010879,-1.336033,0.010654822,1.5906231,LumU
TCGA-FJ-A871,-0.6070809,-0.527844,0.30172992,-0.5353709,-2.0653126,0.329171,2.6447935,1.3346019,0.1815215,1.9445865,0.48189893,-1.3042364,-0.9243081,0.7481132,1.4295187,0.75375473,0.040519536,-0.71161324,-0.48176226,-2.8094053,1.7205536,0.9954699,-1.2120245,-0.80627674,Stroma-rich
TCGA-FT-A3EE,-1.5273262,0.85039437,0.3663842,1.4541851,-1.9989778,1.0824199,1.6328012,1.896663,0.24445924,0.016483933,0.40967882,-1.3851817,-0.2882281,-0.2120131,0.7762839,-0.23408736,0.6792079,-1.227159,-0.20820203,-2.0344574,1.2684965,0.93270373,0.7250234,-1.0108398,LumP
TCGA-FT-A61P,0.54220307,0.3063543,-0.02032233,0.33856255,-2.170904,-0.5524354,0.6162741,1.3817176,0.24664879,1.6736226,-0.13301921,-0.34067878,-1.1301428,-1.1040189,1.1305884,-0.2012981,0.6239165,-0.030563734,-0.678661,-1.2249653,1.0142167,1.205069,-1.2696421,-0.59222007,Ba/Sq
TCGA-G2-A2EC,-0.5627118,0.5779939,-0.44866812,0.21566871,-1.1647056,-0.47728074,0.8510059,0.8890663,0.25564826,0.542753,0.34567118,-1.3184638,-0.8649528,-0.24309587,0.70204794,-0.66120446,0.49246317,-0.09048063,-0.88519627,-0.950529,0.04735951,0.23279357,-0.7632575,-0.18071403,LumP
TCGA-G2-A2EF,-0.97496706,-0.24979939,0.8720784,2.16294,-1.1783476,1.470083,1.0326262,1.9660984,-1.1549793,1.1168879,-0.52047795,0.051076174,-0.136321,-0.08533415,2.0382447,0.9916991,0.1940498,-0.8525315,1.3428655,-2.3004317,2.4142284,0.42596042,2.5851653,-1.0918427,Ba/Sq
TCGA-G2-A2EJ,-0.55979437,0.7397831,1.3608749,2.961176,-3.6918452,0.880626,0.7173561,2.7692096,0.8891321,0.37939692,0.4166513,-0.36475214,-0.7982119,-1.946914,1.0903647,-0.8638555,0.350069,-1.7175101,-0.68689466,-3.4870853,3.2174306,2.2532175,0.7695712,-2.2217374,Ba/Sq
TCGA-G2-A2EK,-2.1440902,1.0720149,-0.4270566,0.727604,-1.7458712,0.17330144,1.456985,1.5932901,0.41397172,-0.06691682,0.8671385,-2.373172,-1.1248897,0.026801288,0.8860072,-0.538559,0.9415299,-0.17741323,-1.5033485,-1.4420085,-0.12938045,-0.41262174,-0.6334831,0.51091766,LumP
TCGA-G2-A2EL,-2.3935459,0.55019504,-0.050672438,1.6897924,-1.5608541,1.3159326,1.3124744,2.3382378,-0.233397,-0.30496934,0.2975783,-0.9377457,-0.082921594,-0.4856187,1.01393,-0.01420635,1.6083148,-0.22946608,-1.0118387,-1.3054388,0.6767587,0.22725108,1.1007369,0.358549,NE-like
TCGA-G2-A2EO,-0.79769135,0.16886213,0.5297815,-0.59857845,-3.3819118,0.09917787,2.1466331,1.4777054,1.2764803,1.9831905,0.35752994,-1.3220012,-1.2170446,0.7260867,1.3084753,0.45774373,-0.0547449,-0.4881825,-1.2685596,-3.0317986,1.7072115,1.1153808,-2.1414635,-0.88372445,LumP
TCGA-G2-A2ES,-0.6623669,0.92154944,1.3995819,2.1230135,-3.9787493,0.66292745,0.86342216,2.351016,1.3665285,0.51707625,0.4918052,-0.7291211,-0.93442357,-1.2819818,0.702576,-0.7084938,0.2890774,-1.6106155,-1.3414874,-3.1736162,2.6584716,1.9727083,-0.15678076,-1.8654028,Ba/Sq
TCGA-G2-A3IB,-0.61087614,0.90040565,1.3539057,2.4792624,-3.9061863,0.44290364,0.33040938,2.2971113,1.7424644,0.35001022,0.3180886,-0.42444167,-0.85414886,-1.6940703,0.31939477,-1.4188411,0.33375785,-1.669159,-1.841946,-2.9318116,2.5412657,2.3225427,-0.3152963,-1.9314638,Ba/Sq
TCGA-G2-A3IE,-2.3071404,1.0938777,-0.62024367,0.25750193,-2.3662233,0.018459916,1.9716583,1.8213563,0.87217396,0.31815657,1.2632469,-3.0315058,-1.596404,0.39628834,1.1890024,-0.24825758,0.5742908,0.2647997,-1.7139684,-2.1890283,-0.21437971,-0.6506555,-1.2822866,0.62533736,LumP
TCGA-G2-A3VY,-3.3280215,1.0049264,0.122988895,1.4007144,-2.1213315,1.6654373,1.3938636,2.6342747,0.23744828,-0.6907494,0.6070882,-1.3947647,-0.5514458,-0.55583,0.9568708,-0.23722982,2.2585897,0.18828356,-2.3310504,-1.0670937,0.056974262,-0.2786306,0.15310968,1.3368403,LumU
TCGA-G2-AA3B,-2.4942212,0.23520091,-0.34127334,-0.5687933,-1.8291446,0.8630614,2.59276,1.8210582,0.7236472,0.56367517,1.0411546,-2.7513506,-0.73618686,1.5132344,1.5843084,0.07726577,0.3916547,0.26823965,-1.205366,-2.9541485,0.022346392,-0.55348134,-1.3337126,0.69214123,LumP
TCGA-G2-AA3C,0.37148586,-1.0492506,0.13925627,-1.3836578,-3.4130154,-1.0848911,2.2850661,1.3252302,0.46767914,3.8255248,-0.4586744,-0.53521216,-1.6146951,0.6784403,1.8271692,1.1858588,-0.17218333,0.082075424,-1.1168025,-3.1734636,2.4860332,1.5283575,-2.5935814,-0.8242407,Ba/Sq
TCGA-G2-AA3D,-1.6393119,1.3002918,-0.219561,0.40308052,-2.777483,-0.15110856,1.5003457,1.7054368,0.914047,0.50574243,1.0707341,-2.306689,-1.6011088,-0.08322948,0.88635385,-0.19273108,0.43413275,-0.018328302,-1.7104503,-2.0376658,0.30448538,-0.059531838,-1.4246528,0.117251486,LumP
TCGA-G2-AA3F,-2.7075193,1.3155206,0.0585543,1.0565131,-2.6829736,0.91243345,1.5025934,2.4048896,0.64858687,-0.2684063,1.002268,-1.8725872,-1.2802653,-0.5696776,0.95098007,-0.31369862,1.5535045,0.20872802,-2.4614449,-1.5340245,0.05752097,-0.15822262,-0.8345165,0.9723784,LumU
TCGA-GC-A3BM,0.30476424,0.7768403,-0.4687266,-0.0556402,-1.7737269,-1.0295801,0.5850592,0.8500061,0.3090475,1.3325999,-0.2595882,-0.661168,-1.1715066,-0.63637483,1.0571975,-0.73130167,0.6016022,0.37857044,-1.2011845,-0.92044103,0.2576739,0.6190065,-1.2977407,-0.36738,LumP
TCGA-GC-A3I6,-0.35514015,0.8035108,0.613488,1.4756066,-2.3576982,0.11789873,0.2930577,1.5641068,0.69450504,0.23017618,0.27096918,-0.35053164,-0.7611802,-1.4382184,0.37731284,-0.9018185,0.6991829,-0.8503349,-1.3429012,-1.445057,1.2278435,1.5756046,-0.35770255,-0.9636346,Ba/Sq
TCGA-GC-A3OO,-0.0064159334,0.81198883,-0.073081,0.3553647,-1.7600349,-0.2841469,0.43619895,1.1722201,0.13481146,0.76531816,0.06602648,-0.49312586,-0.98073894,-0.9384024,0.9235674,-0.49733675,0.7607987,0.025783084,-1.0458251,-0.79692185,0.3489708,0.802676,-1.047704,-0.173972,Stroma-rich
TCGA-GC-A3RB,-2.015647,1.0329763,0.7688828,1.8603752,-3.1900907,1.5035523,1.536624,2.8530183,0.44363534,-0.16950008,0.7383443,-0.9045511,-0.664491,-0.99632,0.79686844,-0.06654018,1.0606718,-0.72218186,-1.5718502,-2.3082495,1.5477648,1.014521,0.41233182,-0.3747114,LumP
TCGA-GC-A3RC,-0.023855574,0.25382692,0.52441305,1.4030745,-1.738647,0.3080519,0.48274386,1.6843916,0.06159576,0.6015509,0.10556368,-0.26935893,-0.4234246,-1.2617809,0.82168764,-0.46575654,0.51092046,-0.5874413,-0.30876535,-1.8424937,1.4905497,1.1682681,0.48567712,-1.0645454,Ba/Sq
TCGA-GC-A3RD,-1.561338,1.2377002,0.3120541,0.85010767,-2.9831288,0.34547186,1.114922,2.0171185,0.92046976,0.23920994,0.8515941,-1.3825331,-1.1903223,-0.6109647,0.7380682,-0.29967776,0.80350745,-0.15398881,-1.9834973,-1.818393,0.6430911,0.49148747,-1.1460363,0.0032521188,LumP
