,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,class
TCGA-GC-A3WC,0.5370226,0.6467525,-0.440621,-0.314685,-1.7338616,-0.9639188,0.5186217,0.7966451,0.066649415,1.6172023,-0.54281145,-0.27964297,-1.1909192,-0.7156887,1.288583,-0.5711245,0.65516144,0.47230345,-0.9623077,-0.6490364,0.38225853,0.6398414,-1.5266105,-0.21480624,Ba/Sq
TCGA-GC-A3YS,0.10358934,0.24625105,0.28664476,0.4850844,-2.064663,-0.033700846,0.8524151,1.3751565,0.31086653,1.1503696,0.17683795,-0.59231985,-0.84632915,-0.7638221,0.84702414,-0.1032207,0.3998008,-0.37406585,-0.49331915,-1.5708361,1.200913,0.9938968,-0.67704344,-0.70930094,Ba/Sq
TCGA-GC-A4ZW,-0.638577,0.93318677,0.555524,0.81459326,-2.8430128,0.26165703,0.66544867,1.8783145,0.41935682,0.576496,0.44797263,-0.5644345,-1.1295565,-1.1661897,0.7964103,-0.032794297,0.89892805,-0.17189384,-1.571544,-1.423733,1.0260519,1.0183263,-0.9049137,-0.17122597,LumU
TCGA-GC-A6I1,0.27852952,-0.3356097,0.45240837,0.13855794,-3.3405092,-0.44746953,1.6085925,1.726806,0.543538,2.493593,0.10582876,-0.6564146,-1.4781016,-0.49406353,1.4594146,0.56117487,0.12792069,-0.38810208,-0.731122,-2.7624383,2.4080155,1.4549235,-1.4291153,-1.1746125,Ba/Sq
TCGA-GC-A6I3,0.4367555,-0.5472677,-0.113935396,-1.7424266,-2.996787,-1.3658588,1.9273872,0.9535465,0.8689431,3.7360647,-0.90309787,-0.48681873,-1.1803676,0.9800659,1.7686698,0.5286863,-0.042227924,0.57745737,-1.7497531,-2.7226653,1.5213451,0.9793324,-2.9040663,-0.46259135,LumU
TCGA-GD-A2C5,-1.4604604,0.8164013,-0.0013909144,0.445055,-2.1006696,0.26669696,1.1699946,1.6202942,0.5775131,0.2518157,0.82839584,-1.5152831,-1.0374804,-0.2589632,0.7121293,-0.2398149,0.7389772,0.002389565,-1.5402921,-1.461793,0.2749076,0.0040338337,-0.93402624,0.28942293,LumNS
TCGA-GD-A3OP,-2.003168,0.77769524,-0.09821318,0.7996215,-1.3197292,0.61233026,1.0728467,1.5742772,0.10734103,-0.25149187,0.4934918,-1.4754047,-0.5630044,-0.16127294,0.82618374,-0.4677276,1.2438418,-0.12577043,-1.2267067,-1.0107441,0.038062647,-0.27175486,-0.10899095,0.51960963,LumNS
TCGA-GD-A3OQ,-0.86798114,0.33375,-0.27559122,0.44642985,-0.4999652,-0.1489932,0.68860984,0.65700996,-0.07827986,0.27513233,0.19669697,-1.0791894,-0.38744587,0.064175785,0.472623,-0.45306736,0.5063998,-0.4063492,-0.425323,-0.53359795,0.030611739,-0.03953743,-0.11099446,-0.052416004,Ba/Sq
TCGA-GD-A3OS,-0.85228187,0.10010213,0.18888481,0.80762017,-0.39113948,0.19464776,0.75180084,0.7181489,-0.36029565,0.44592562,-0.23628077,-0.34437537,0.1095292,0.31335557,0.7025979,-0.14054678,0.6094528,-0.62519825,0.22306123,-0.48551697,0.28575128,0.14973241,0.54453266,-0.29880136,Ba/Sq
TCGA-GD-A6C6,-2.4845343,-0.6901339,0.23182118,-3.9350972,-5.435172,-0.9339654,5.3875017,1.4868293,3.0228498,4.397155,0.4747505,-3.111177,-1.6941311,4.0893064,2.508399,2.3639765,-1.1423142,0.9187053,-2.8480015,-6.491708,2.0311358,1.6961914,-5.1995955,-0.78446335,LumP
TCGA-GD-A76B,-1.31699,0.69975275,-0.122115135,0.04090868,-2.0600865,0.20073336,1.3099741,1.4797566,0.5877117,0.48311687,0.89341897,-1.71204,-1.1933153,-0.0063134134,0.83478856,-0.09305379,0.55955935,0.1568273,-1.265432,-1.5909328,0.19194114,-0.12061626,-1.2335387,0.30072105,LumU
TCGA-GU-A42P,-3.422064,0.9721906,0.0025764771,1.058095,-1.9038974,1.7509869,1.452847,2.4744875,0.22260678,-0.53243995,0.58349085,-1.6307511,-0.43877137,-0.068146706,1.1054218,-0.14001366,1.9543087,0.16964129,-1.8539606,-1.3232719,0.075180545,-0.6087456,-0.015668437,1.2699579,LumU
TCGA-GU-A42Q,-0.7216297,1.089797,1.2281929,2.1681395,-3.5032978,0.65881896,0.607095,2.087658,1.5454866,0.18138091,0.3387907,-0.67159724,-0.67374396,-1.2949562,0.46795577,-1.234907,0.38000095,-1.698602,-1.4856108,-2.7080364,2.1956115,2.0620441,-0.21355085,-1.8086803,Ba/Sq
TCGA-GU-A42R,-2.2497392,1.3747237,-0.41016915,1.0000646,-2.3173435,-0.030565502,1.4675009,1.8632975,0.73162717,-0.054555267,1.1167774,-2.4597003,-1.2454495,-0.0839898,0.7267248,-0.5899684,0.75350845,-0.34967482,-1.9339463,-1.7526959,0.040132254,-0.27769947,-0.81263053,0.28160408,LumP
TCGA-GU-A762,0.33544886,-0.72612035,0.33640504,-0.12556054,-2.517897,-0.42567533,1.8093224,1.5135301,0.010784343,2.6114862,0.008138053,-0.6055378,-1.2030195,-0.23118159,1.5031726,0.8216436,0.10044211,-0.29073846,-0.34844467,-2.6641128,2.292459,1.1607664,-0.9163933,-1.070617,Ba/Sq
TCGA-GU-A763,-3.1599286,0.5747935,-0.18082397,-1.9242983,-5.716502,-0.53993666,4.8381276,2.4569485,3.1061766,2.485357,1.9945774,-4.2908926,-2.2803404,3.155458,2.361488,1.3190194,-1.3031502,0.21650842,-2.5157056,-6.243658,1.5064485,0.71302927,-4.3787193,-0.7200227,LumP
TCGA-GU-A764,0.428027,-0.12107455,0.06031021,-0.22457784,-2.6741917,-0.6702621,1.2072452,1.4216645,0.46024543,2.406486,-0.17620197,-0.5908993,-1.3382549,-0.4360184,1.2785741,0.1945726,0.23769015,0.0017211214,-0.8538295,-1.972599,1.4653114,1.1329165,-1.8352225,-0.59357417,Ba/Sq
TCGA-GU-A766,0.258456,-0.7596535,0.49163085,0.15565446,-2.3949115,-0.20223305,1.8575177,1.5984936,-0.22382826,2.4135091,0.11061115,-0.5527287,-1.116441,-0.34496045,1.5135951,0.9172418,0.122874886,-0.43266025,-0.0137178,-2.8085134,2.556632,1.132964,-0.37855858,-1.2889931,Ba/Sq
TCGA-GU-A767,-1.2012194,0.122788385,-0.05330029,-1.2939259,-2.8525856,-0.16205877,2.3522892,1.294846,1.2459044,1.7488823,0.6793182,-1.9364381,-1.2033944,1.1712468,1.2569249,0.5914978,-0.22495335,0.3523125,-1.3717474,-3.005215,0.82976407,0.54743665,-2.5054882,-0.1267181,LumP
TCGA-GU-AATO,0.09732294,0.3445925,-0.11099395,-0.76675963,-3.0285032,-0.7990987,1.306252,1.1832168,0.7705979,2.2882385,-0.114909865,-0.91442174,-1.5556762,0.18091255,1.3485999,0.12633708,0.15080273,0.32948977,-1.3602878,-2.0643454,1.0028656,0.69735754,-2.34694,-0.3431766,Stroma-rich
TCGA-GU-AATP,-0.041215453,0.8358789,-0.43641347,-0.5077634,-3.2221198,-1.077432,1.2565652,1.3481123,0.86861604,2.1659458,0.0332756,-1.2769675,-1.8572152,-0.09496978,1.444603,-0.061430514,0.2879209,0.5703297,-1.6673087,-1.9849368,0.70938,0.4952632,-2.3590052,-0.23880047,LumU
TCGA-GU-AATQ,0.019028138,0.9344888,0.33872372,0.38218093,-3.3618917,-0.45911777,0.6626481,1.492078,1.0725456,1.4431483,0.06411698,-0.67449105,-1.4545457,-0.68608546,1.0815464,-0.5796573,0.4246713,-0.33023953,-1.5532607,-1.900277,1.2442976,1.2332895,-1.9111096,-0.8440347,Ba/Sq
TCGA-GV-A3JV,-1.4472455,0.8790483,-0.18846068,0.3329843,-1.7614416,0.35279557,1.4021022,1.4740233,0.54131955,0.2921695,0.77337134,-1.8191476,-0.84063894,0.11592162,0.90892154,-0.30216247,0.574314,-0.11161637,-1.0237058,-1.6887329,0.20867905,-0.18602633,-0.72743136,0.072532415,LumNS
TCGA-GV-A3JW,-3.118558,0.9348644,0.14344509,0.8448613,-2.1399364,1.6480304,1.4157746,2.517448,0.61512256,-0.3426477,0.77973974,-1.7072253,-0.6783574,-0.09046352,1.1863232,-0.23722285,1.7838845,0.34988075,-2.0304003,-1.6764593,0.107868716,-0.5732597,-0.4928335,1.1949179,LumP
TCGA-GV-A3JX,-1.7596973,0.3979812,0.012691176,1.0401572,-1.3849775,1.0008839,0.8671367,1.912692,-0.02940768,-0.25331482,0.40140453,-0.61267376,-0.3091851,-0.88869864,0.58157754,-0.1870012,1.5650978,0.12507865,-1.4523219,-0.7928489,0.34632188,0.3562316,0.36141717,0.5773597,LumU
TCGA-GV-A3JZ,-2.4608278,0.5999932,0.17495751,1.0743289,-1.8985244,1.5486424,1.1093051,2.3890197,0.14384103,-0.38537374,0.49146247,-0.76300555,-0.32992977,-0.78278446,0.6584305,-0.044944614,1.844584,0.34301737,-1.9395702,-1.0815706,0.33940983,0.13477664,0.26270944,0.97562826,LumU
TCGA-GV-A3QF,-1.7890198,1.1410431,-0.080846086,0.57194334,-2.6005683,0.25698116,1.3971742,1.8791717,0.8510824,0.2688108,0.96727747,-1.8553586,-1.2398139,-0.28925627,0.7511995,-0.22972512,0.78202605,0.099713735,-1.9220666,-1.7592068,0.24857135,0.018340856,-1.1545976,0.36434984,LumP
TCGA-GV-A3QG,0.21564616,-0.091405,0.115507424,0.051958635,-0.75536907,-0.1915343,0.40529448,0.7531081,-0.20634806,0.856594,-0.09668622,-0.19096687,-0.37772542,-0.5960309,0.4997217,-0.20684327,0.50317776,-0.08315574,-0.32338163,-0.71349597,0.5951787,0.625389,-0.18680052,-0.40679055,Stroma-rich
TCGA-GV-A3QH,-3.463855,1.1804225,0.19642097,1.4107348,-2.2995777,1.7246028,1.4307749,2.74577,0.3287002,-0.67950404,0.6630631,-1.5054114,-0.58820933,-0.42874187,1.0856483,-0.25461793,2.1268642,0.17790306,-2.2685213,-1.3630464,0.1520796,-0.40013063,0.0041830987,1.2621897,LumU
TCGA-GV-A3QI,-2.6882758,0.5456112,-0.2617085,2.482325,-1.1721302,1.0000341,1.2528889,2.1372647,-0.6243348,-0.15898564,-0.23189953,-0.9920916,0.42452574,0.35672116,1.1666528,0.027023703,1.3307292,-0.8454926,-0.41978425,-1.1127257,0.6626039,-0.03056407,1.86781,0.21532553,LumP
TCGA-GV-A3QK,-3.09984,1.5082642,-0.52464586,0.9806788,-2.3354769,0.4847232,1.9897108,2.1787455,0.46420944,-0.28872457,1.2121433,-3.075581,-1.3088874,0.4675451,1.3099612,-0.46407342,1.0116559,-0.23955128,-1.6900681,-2.0626073,-0.10386492,-0.9006344,-0.6602664,0.70882285,LumP
TCGA-GV-A40E,-0.23855732,0.13853845,0.5604236,0.56756526,-2.7533712,0.3126771,1.5533866,1.7294767,0.51203585,1.3908733,0.47297683,-1.028167,-1.0303468,-0.4183463,1.066498,0.35225627,0.16910392,-0.6449334,-0.39427102,-2.5180953,1.8410735,1.0055807,-0.5649646,-1.0137477,Ba/Sq
TCGA-GV-A40G,-2.545497,0.9117733,-0.22332212,0.41980088,-2.2375743,1.0811589,1.830343,2.213712,0.49774015,0.06773418,1.0846919,-2.1361501,-0.9985773,0.27980316,1.3160775,-0.002708912,1.0572842,0.22886035,-1.500346,-1.9166228,0.08524984,-0.617161,-0.9045776,0.8456708,LumU
TCGA-GV-A6ZA,-2.400086,1.3051087,-0.17676191,0.04469739,-3.749744,0.0969688,2.6112447,2.1632295,1.6537716,0.6779915,1.6729296,-3.2118556,-1.8478774,0.8102302,1.3610469,0.21558866,0.063123286,-0.17274398,-1.682333,-3.2500203,0.61535573,0.09897098,-2.1507366,-0.18720868,LumP
TCGA-H4-A2HO,-0.8070545,1.4997547,-0.52347916,0.14166561,-2.847755,-0.8712562,1.3043405,1.5101293,0.73485637,0.954455,0.678592,-1.9195395,-1.9038955,-0.35202205,1.2909738,-0.47382954,0.5324208,0.48506683,-1.9656864,-1.7898085,0.114778236,0.13068445,-1.741075,0.026578516,LumU
TCGA-H4-A2HQ,-1.4650248,1.2764213,0.11993955,1.1723996,-2.5680213,0.19939756,1.0827768,1.9185481,0.70317185,0.032272965,0.8299518,-1.3652902,-1.0235189,-0.6894205,0.6964062,-0.55342376,0.7630506,-0.43204355,-1.8243816,-1.5778044,0.51208806,0.4887117,-0.72830546,-0.12674823,LumP
TCGA-HQ-A2OE,-5.3150964,1.2498782,-0.36385435,4.843002,-2.7213268,2.1810107,2.278309,4.1526213,-0.876503,-0.84754527,-0.26336077,-1.6541672,0.9390154,0.8291126,2.000963,0.3775303,2.0446424,-1.4950205,-0.88792944,-2.3869781,1.4031156,-0.019171238,3.4773424,0.48837638,LumP
TCGA-HQ-A2OF,-1.2217444,1.3643726,0.42623305,1.5093534,-2.4243197,0.35234794,0.49812478,1.7926348,0.41375485,-0.18149248,0.3109579,-0.5226695,-0.81310374,-1.5070038,0.2852962,-0.73098207,1.2411616,-0.41236043,-1.9826709,-0.90314853,0.624813,1.1431677,-0.46486074,-0.09597388,LumU
TCGA-HQ-A5ND,-0.6431595,1.4136301,1.1189133,2.2185097,-4.2245617,0.2409144,0.41378668,2.4341736,1.4962585,0.38756323,0.4705886,-0.4911877,-1.1806674,-1.7258053,0.6112956,-1.0489492,0.69133455,-1.3198676,-2.256846,-2.462068,1.9772667,2.156351,-0.8954836,-1.3717881,Ba/Sq
TCGA-HQ-A5NE,0.06150714,0.6845401,0.4167797,1.1943717,-2.317927,-0.16277887,0.3041694,1.542914,0.5003098,0.72246116,0.06804819,-0.28412113,-0.8748114,-1.482557,0.60818434,-0.72489524,0.7272881,-0.53951716,-1.1862824,-1.3488796,1.1254492,1.5375717,-0.6077113,-0.8310499,Ba/Sq
TCGA-K4-A3WS,0.15825737,0.31691086,-0.2031175,-0.0136637315,-1.2393906,-0.44605973,0.53995395,0.8804455,0.051635303,0.96697044,0.029081218,-0.55364513,-0.8668171,-0.6143581,0.80277705,-0.41606963,0.5696323,0.12581429,-0.70336056,-0.6550261,0.23465908,0.56066763,-0.97212267,-0.17756441,Stroma-rich
TCGA-K4-A3WU,-1.1223124,0.18640643,-0.15033412,0.3286684,-0.52852386,0.106541604,0.908044,0.7940425,-0.034124266,0.33214578,0.1750797,-1.2382531,-0.35132903,0.3280065,0.6547062,-0.34052172,0.5177113,-0.34296018,-0.4243253,-0.8392199,0.0617297,-0.15868801,-0.13057059,0.13038906,LumNS
TCGA-K4-A3WV,-1.0005839,1.1067556,-0.7432718,0.29392576,-1.9976524,-0.7423259,1.2956927,1.2609663,0.5506006,0.6872423,0.66510236,-2.204253,-1.4751779,-0.05928409,1.0847313,-0.61697423,0.37705588,0.019037254,-1.3656067,-1.5850875,-0.035856158,-0.008708626,-1.2128372,-0.009788573,Ba/Sq
TCGA-K4-A4AB,-0.051879514,0.8367933,-0.02250901,0.3051562,-2.0161266,-0.5202105,0.58965373,1.1150293,0.4459598,0.8513847,0.15006015,-0.81992906,-1.1284485,-0.7226045,0.83131385,-0.6427692,0.53516924,-0.056399755,-1.1577497,-1.127308,0.44252533,0.7977985,-1.1761601,-0.44414562,Ba/Sq
TCGA-K4-A4AC,0.19688168,0.52475667,0.6657882,0.86733806,-4.0745487,-0.23151872,1.143096,2.0579832,1.1717868,1.9568045,0.2355783,-0.7653724,-1.539176,-1.0300342,1.2651646,-0.017457724,0.29247203,-0.64752775,-1.1645234,-2.7910888,2.2229557,1.7567028,-1.6147459,-1.3233434,Ba/Sq
TCGA-K4-A54R,0.19797288,0.93182397,0.25243962,0.3521158,-3.2059934,-0.55972743,0.64267576,1.5758425,0.768378,1.657185,-0.023073487,-0.5472059,-1.508993,-0.8871493,1.2088939,-0.3959015,0.6285496,-0.08690124,-1.5105993,-1.6620162,1.0546149,1.1294053,-1.8959903,-0.6547724,LumP
TCGA-K4-A5RH,-0.8717875,-0.848524,1.2424375,1.8843559,-0.68911785,1.0287154,0.44978645,1.6744133,-1.9145092,1.8161844,-1.2228104,1.1049328,-0.13805896,0.4446705,2.44373,1.4486327,0.15580577,-0.36264002,1.4304802,-1.7059176,2.4642105,-0.16541338,2.829216,-0.86365914,Ba/Sq
TCGA-K4-A5RI,-0.49225277,0.725154,0.63381165,0.56640357,-3.0215852,0.35537338,1.0365894,1.6309401,0.966182,0.9135922,0.21847665,-0.9229753,-0.9478368,-0.38854468,0.9450977,-0.37410113,0.33353752,-0.81859344,-1.0205607,-2.0699973,1.4115133,1.2507486,-1.1486168,-0.90275824,Ba/Sq
TCGA-K4-A5RJ,0.8490989,-0.17046821,-0.13477522,-0.11384607,-1.85456,-0.7790806,0.72034544,1.1483974,-0.12692162,2.1572773,-0.2816306,-0.06084101,-1.1561985,-0.9269931,1.3064786,0.10411459,0.57508963,-0.022156231,-0.32652876,-1.069947,1.3158903,1.1915498,-1.3633521,-0.6737937,Ba/Sq
TCGA-K4-A6FZ,-0.24008934,0.7323963,0.5040027,1.2300965,-2.0771859,0.16464189,0.5011815,1.530432,0.44307047,0.34314162,0.2091828,-0.4979846,-0.64500326,-1.1899714,0.54368067,-0.7034054,0.65145934,-0.66503006,-1.0282621,-1.4196353,1.0166801,1.2990716,-0.24111807,-0.7730147,Ba/Sq
TCGA-K4-A6MB,-1.6711545,0.8672384,0.3049388,0.8272649,-1.9994376,0.7207052,0.88447136,1.8297477,0.399588,-0.1219337,0.6154818,-0.8564132,-0.6860579,-0.70404154,0.542176,-0.32750064,1.2399503,-0.0017338321,-1.7761742,-1.0344714,0.32251358,0.21841925,-0.53689516,0.43949533,LumU
TCGA-K4-A83P,0.36905938,0.028313614,-0.18398249,-0.073693216,-0.9603435,-0.44141364,0.45920873,0.7723793,-0.1014131,1.1211257,-0.12653324,-0.26989442,-0.65139025,-0.6702515,0.7451107,-0.33056998,0.5019089,-0.014432348,-0.40021202,-0.58408093,0.5070283,0.71822864,-0.8825753,-0.26026124,Stroma-rich
TCGA-K4-AAQO,0.20730533,0.7968288,-0.4407559,-0.025780052,-1.8773527,-0.79761404,0.7235603,0.99382675,0.19212356,1.1915218,-0.031885713,-0.7926024,-1.2829586,-0.61373115,1.1670984,-0.57972825,0.5717379,0.2801951,-1.0851958,-0.9379734,0.2388368,0.5904705,-1.3861164,-0.19451286,Stroma-rich
TCGA-KQ-A41N,-1.15615,0.82076466,-0.25127828,-1.1915203,-3.8131027,-0.73494416,2.3479953,1.4558219,1.5987227,2.0393236,0.64620256,-2.3271792,-1.8273965,0.9990936,1.3857173,0.4779915,-0.26974964,0.6642852,-1.9641724,-3.3497808,0.78830296,0.51226014,-2.8733282,-0.22991131,LumP
TCGA-KQ-A41O,-2.0289865,1.5453409,-0.8599512,-0.6496221,-4.407936,-1.1337378,2.7777443,2.0495183,1.912334,1.3831253,1.5967927,-3.6687574,-2.4806283,1.1246638,1.8090148,0.28402165,-0.31226707,0.7267497,-2.3431525,-3.5891023,0.22821453,-0.19865376,-2.8661678,0.053298205,LumP
TCGA-KQ-A41P,-0.8333288,0.64052385,-0.21888566,-0.63369334,-2.8665597,-0.50290823,1.7654707,1.3127686,1.1110506,1.4333643,0.6856612,-1.872309,-1.491722,0.46409476,1.1321555,0.13214257,-0.10450804,0.3145724,-1.3450574,-2.4293296,0.64612025,0.3716372,-2.1496677,-0.21757928,LumP
TCGA-KQ-A41Q,-1.9260546,1.1860585,-0.04301679,0.48825383,-2.9516647,0.3205102,1.5208817,2.0568597,0.94725907,0.3581091,1.1011295,-1.9762852,-1.4443802,-0.20792761,0.9628688,-0.07815868,0.7610153,0.21116358,-2.0143292,-2.0345976,0.346609,-0.019064993,-1.3801653,0.38662767,LumU
TCGA-KQ-A41R,-0.924433,1.6361896,-0.7637192,-0.86224794,-4.675536,-1.5704086,2.1270714,1.7499552,1.8118958,2.256449,0.76495105,-2.6989388,-2.6193054,0.5717437,1.8608167,0.19515976,-0.15967578,0.95566255,-2.4572315,-3.241776,0.62406224,0.20844036,-3.258899,-0.22961317,LumP
TCGA-KQ-A41S,-0.07220943,0.5260514,-0.08397025,0.035106227,-1.4483775,-0.20050707,0.47638893,0.97913754,0.043661587,0.7685323,0.12022396,-0.5140196,-0.8765627,-0.6992273,0.6921933,-0.29617813,0.65581834,0.13019276,-0.8634651,-0.7004194,0.31071565,0.53517944,-1.0219101,0.009799883,LumU
TCGA-LC-A66R,0.6379301,1.0439054,0.35307074,0.8828976,-4.117623,-0.9612896,0.5488748,1.9263831,1.0201339,2.2740188,-0.289697,-0.27127331,-1.8574156,-1.5273459,1.5431751,-0.5670974,0.7329501,-0.27545094,-1.71378,-2.1866655,1.8645698,1.8513018,-2.1037176,-1.2973572,Ba/Sq
TCGA-LT-A5Z6,-1.681558,1.0034145,-0.20842516,0.3943203,-2.1052454,0.26668006,1.256202,1.698805,0.51703066,0.28958416,0.7556122,-1.7941904,-1.3078965,-0.43138877,0.8745063,-0.20981643,1.0124202,0.41045737,-1.7509043,-1.4082794,-0.057436734,-0.044803172,-1.017903,0.6006339,LumU
TCGA-LT-A8JT,-2.7136045,1.7219296,-0.7766979,0.9031558,-2.8402205,-0.31251997,2.1482487,2.0575411,1.0208542,0.09891504,1.4575384,-3.6621282,-1.7754992,0.48775578,1.2273241,-0.524105,0.45034316,-0.32233998,-1.8899878,-2.5253556,-0.05888067,-0.6484651,-1.2080867,0.33392167,LumP
TCGA-MV-A51V,-0.58972746,0.8629428,-0.14678806,-0.09701836,-2.211541,-0.16887462,0.9877896,1.2869158,0.45268506,0.891912,0.35811317,-1.1701154,-1.35973,-0.46088672,0.94540274,-0.23467898,0.7546926,0.4419592,-1.4215302,-1.2593868,0.22031927,0.37709972,-1.5072895,0.18198237,LumU
TCGA-PQ-A6FI,-0.7474333,0.5974043,1.4405389,2.000484,-4.162883,1.1747693,2.095644,2.895258,0.87593913,1.0538819,0.84338754,-1.3266368,-0.95967704,-0.66049075,1.6072664,0.36276945,0.07273865,-1.6037369,-0.25130862,-4.126925,3.2289796,1.4062663,0.5261867,-2.0311432,Ba/Sq
TCGA-PQ-A6FN,-0.60348696,-0.1674745,0.8313334,-0.47170112,-4.6966777,-0.10183779,2.6854682,1.9799795,1.4510336,2.8562825,0.30706793,-1.3812406,-1.7676615,0.73171896,1.8074725,0.8485459,-0.28264767,-0.6719046,-1.4851395,-4.1784067,2.7435198,1.7067108,-2.5339415,-1.3188578,Ba/Sq
TCGA-R3-A69X,-0.1957662,0.5082589,0.16858573,0.56616884,-1.378032,-0.048543982,0.29952106,1.0664527,0.0968551,0.3652504,0.17761306,-0.22170702,-0.616372,-0.98995805,0.37886018,-0.4980324,0.7719444,-0.26396778,-0.93390375,-0.584756,0.53934026,0.9015952,-0.54190654,-0.30455002,Stroma-rich
TCGA-S5-A6DX,-0.7425384,-0.04059148,-0.32082382,-2.4335008,-4.4090447,-1.319336,2.979916,1.3095602,1.8331276,3.7834764,-0.16218871,-1.7837217,-1.7746475,1.9808168,2.1148171,1.0199364,-0.5340698,0.9866769,-2.3471003,-4.2226653,1.5396116,0.8926606,-4.049045,-0.36142963,LumNS
TCGA-S5-AA26,-1.5067792,2.1347566,-1.0685365,-0.24935411,-4.851153,-1.7420368,2.3298278,2.0311742,1.9603841,1.7672528,1.3436537,-3.5018163,-2.8858688,0.59893924,1.8883815,0.002606362,-0.2597974,0.6405229,-2.6088486,-3.4837377,0.3919124,-0.030047745,-3.0562093,-0.3002168,LumP
TCGA-SY-A9G0,0.67453086,0.8818011,-0.45926282,-0.034335315,-2.3222523,-1.2522256,0.531495,1.0473235,0.30660182,1.8667381,-0.5186186,-0.43178284,-1.4973747,-0.916238,1.4219224,-0.69943476,0.75905865,0.43925935,-1.3233908,-0.9232131,0.4609357,0.90427125,-1.8008058,-0.4141762,Stroma-rich
TCGA-SY-A9G5,0.369828,0.39028355,0.06935428,-0.19210064,-2.4240994,-0.66471994,0.7549257,1.117796,0.5669343,1.8518541,-0.15870565,-0.5200578,-1.2350284,-0.4960686,1.0267717,-0.19490951,0.42556053,0.061315186,-1.0335611,-1.4180754,0.91959465,0.8803421,-1.7734774,-0.54257816,Ba/Sq
TCGA-UY-A78K,-0.5792847,0.14714125,0.14898266,-0.113055035,-1.2684922,0.5475788,0.7708098,1.1731912,0.29625714,0.6183369,0.26661694,-0.607814,-0.37242103,-0.28156304,0.56860775,-0.06505686,0.78159195,0.22349712,-0.9156492,-0.9933058,0.30457082,0.24564515,-0.72446644,0.24594668,LumU
TCGA-UY-A78L,-0.18450426,0.3559063,0.4498478,0.59214467,-2.5079846,0.14517908,0.94959265,1.5569142,0.44730598,1.0184543,0.39755496,-0.7326774,-0.98920304,-0.7276459,0.8161235,0.07363778,0.372796,-0.4667045,-0.71018505,-1.8762944,1.3926475,1.0300504,-0.6972136,-0.7081529,Ba/Sq
TCGA-UY-A78M,-1.4527023,0.46029907,0.577465,-0.8433843,-3.7475407,0.36196262,2.527092,1.6105486,1.6166584,1.6933703,0.8750864,-1.9622548,-1.3620135,1.0378468,1.2639518,0.7575842,-0.23682892,-0.32913762,-1.3568937,-3.494086,1.5368264,0.95191276,-2.5612829,-0.6989049,LumP
TCGA-UY-A78N,-1.8780601,0.531283,0.1712974,0.10299657,-1.6153775,1.2978059,1.8090744,1.7174221,0.60196203,0.49959686,0.64297676,-1.671479,-0.36588353,0.57556146,1.1550848,0.08334157,0.68590516,-0.25819468,-0.6812473,-2.319882,0.6440413,0.009794652,-0.59847796,-0.13381603,LumP
TCGA-UY-A78O,-1.3626931,0.96372056,-0.34229922,-0.7779506,-3.5175593,-0.6355514,2.2482831,1.5718107,1.5067161,1.4738675,1.0596027,-2.4826934,-1.7980622,0.84270376,1.3429853,0.2977356,-0.19005668,0.44856507,-1.7752362,-3.0043988,0.5940398,0.21900314,-2.4923565,-0.2345397,LumP
TCGA-UY-A78P,0.08501537,0.14182957,0.5672433,0.11965108,-3.1936793,-0.3216957,1.2836092,1.5186794,0.8149303,1.9895221,0.07908702,-0.709139,-1.2877471,-0.36686075,1.1346107,0.15283528,0.20302573,-0.51391065,-1.0439436,-2.3779447,1.8868334,1.3400563,-1.5578915,-1.0486577,Ba/Sq
TCGA-UY-A8OB,0.2828883,0.52739817,0.6806731,0.5892562,-4.621004,-0.46150985,1.1376721,2.1566784,1.3463925,2.4955928,0.033604514,-0.58104813,-1.8120658,-0.9481554,1.5122523,0.06311408,0.29364854,-0.4264682,-1.423631,-2.9488862,2.4470677,1.7660903,-2.2726033,-1.3172814,Ba/Sq
TCGA-UY-A8OC,0.37398967,0.24026689,0.25508872,0.1414065,-3.0457191,-0.6335417,0.9042711,1.4537351,0.88141054,2.1547654,-0.20713764,-0.44508135,-1.2920864,-0.6768613,1.2019843,-0.15256156,0.3394908,-0.16922581,-1.0928434,-2.0204263,1.6043091,1.3704289,-1.8761554,-0.9054934,Ba/Sq
TCGA-UY-A8OD,-0.03338801,0.6253037,-0.53625774,-0.50165915,-2.309757,-0.80851066,1.1429436,1.1111004,0.55876577,1.7678254,-0.07878866,-1.1002276,-1.3270813,-0.09864725,1.2360939,-0.18432383,0.36278996,0.5785882,-1.3725106,-1.581623,0.39452177,0.41313475,-1.7463951,-0.06660853,Stroma-rich
TCGA-UY-A9PA,-0.079638764,1.8300565,0.14485689,0.914114,-3.778974,-1.0003644,0.6462586,1.7155323,1.0882268,1.1749653,0.2595684,-1.1731393,-1.9334989,-1.1279835,1.2310182,-0.99403036,0.6794982,-0.20924279,-2.2352242,-1.986466,0.8385093,1.2430787,-1.8336427,-0.93991816,LumP
